timestamp,machine_id,operation_id,spindle_speed_rpm,feed_rate_mm_min,x_axis_position,y_axis_position,z_axis_position,vibration_x_g,vibration_y_g,vibration_z_g,spindle_temp_c,motor_temp_c,cutting_force_n,acoustic_emission_ae,power_consumption_kw,tool_wear_state,surface_roughness_ra_um,chatter_detected,remaining_useful_life_min
2025-10-16T09:22:27Z,CNC-01,OP-001,3698,822.6224454069686,83.823,193.246,-11.921,0.1764,0.2314,0.2575,60.84,27.03,312.1252327756153,8.249,3.838,0,0.359,False,48.75
2025-10-16T09:22:28Z,CNC-02,OP-001,4364,580.7848054581029,130.386,173.498,-9.078,0.1318,0.401,0.4596,68.33,32.46,222.89276419920992,2.762,4.487,0,0.313,False,56.93
2025-10-16T09:22:29Z,CNC-01,OP-001,5932,908.6915186166547,56.944,30.723,-2.31,0.295,0.1891,0.2374,84.08,32.58,383.25583088472774,9.201,6.262,0,0.319,False,55.88
2025-10-16T09:22:30Z,CNC-02,OP-001,5379,775.6783503966276,49.878,114.247,-8.325,0.3706,0.2526,0.224,78.86,30.58,306.91116095948576,3.545,5.764,0,0.309,False,60.0
2025-10-16T09:22:31Z,CNC-01,OP-001,5062,726.9572035491112,26.91,107.214,-10.284,0.2734,0.285,0.2375,74.81,33.06,242.3274078367944,4.475,4.992,0,0.298,False,58.74
2025-10-16T09:22:32Z,CNC-02,OP-001,4605,784.6689135427882,137.149,59.375,-18.977,0.461,0.3528,0.4147,70.6,31.12,379.4700222251348,8.446,5.033,0,0.382,False,58.99
2025-10-16T09:22:33Z,CNC-01,OP-001,3586,995.5875856044154,172.144,26.421,-12.288,0.3646,0.1052,0.1974,62.13,30.38,425.01566041072863,6.777,3.848,0,0.29,False,53.88
2025-10-16T09:22:34Z,CNC-02,OP-001,5039,495.85996265471806,19.01,123.233,-3.426,0.0531,0.2845,0.2048,73.14,30.89,267.8008329631486,6.107,5.496,0,0.372,False,48.2
2025-10-16T09:22:35Z,CNC-01,OP-001,6771,892.0891531751646,83.722,154.864,-13.425,0.3302,0.3031,0.1284,92.29,34.69,410.03308655666444,8.064,7.076,0,0.292,False,56.84
2025-10-16T09:22:36Z,CNC-02,OP-001,6777,614.102942796859,187.228,156.06,-9.587,0.381,0.35,0.2622,89.87,35.37,359.63970055216737,10.778,7.034,0,0.342,False,57.73
2025-10-16T09:22:37Z,CNC-01,OP-001,6571,399.43511473526866,59.072,91.71,-8.846,0.2896,0.0945,0.05,90.11,33.9,266.97616970496375,5.501,6.714,0,0.327,False,60.0
2025-10-16T09:22:38Z,CNC-02,OP-001,5275,932.5161764003667,48.166,28.604,-15.535,0.338,0.2307,0.1884,75.4,29.55,373.4426177533729,8.773,5.275,0,0.219,False,54.82
2025-10-16T09:22:39Z,CNC-01,OP-001,5899,728.7789834043563,154.422,139.624,-16.76,0.391,0.2392,0.0952,81.97,31.68,313.53004001709314,5.408,5.928,0,0.369,False,60.0
2025-10-16T09:22:40Z,CNC-02,OP-001,3341,898.2068670649797,123.262,8.47,-17.683,0.2641,0.2388,0.1203,58.19,29.83,364.1309698665484,6.465,3.696,0,0.374,False,60.0
2025-10-16T09:22:41Z,CNC-01,OP-001,4588,430.78554578856705,139.955,129.847,-18.812,0.2708,0.4075,0.3729,71.4,29.73,217.06153783046977,4.497,4.786,0,0.375,False,58.31
2025-10-16T09:22:42Z,CNC-02,OP-001,5376,591.6577985126486,43.526,117.661,-6.341,0.4388,0.3311,0.0753,77.69,31.87,276.2215919543317,6.076,5.536,0,0.373,False,57.39
2025-10-16T09:22:43Z,CNC-01,OP-001,6276,514.5154434643989,125.202,72.131,-10.255,0.3614,0.2673,0.1953,86.18,33.68,282.6202383845159,4.655,6.567,0,0.429,False,56.69
2025-10-16T09:22:44Z,CNC-02,OP-001,4656,913.491394827174,34.599,62.779,-14.854,0.1038,0.3644,0.2669,67.7,29.96,307.4430585944323,5.097,4.677,0,0.449,False,60.0
2025-10-16T09:22:45Z,CNC-01,OP-001,4328,916.2700523750766,141.081,77.568,-12.818,0.3111,0.3158,0.1248,67.44,29.79,385.1651993632254,9.078,4.88,0,0.394,False,58.21
2025-10-16T09:22:46Z,CNC-02,OP-001,6684,689.366072026954,16.01,151.066,-8.676,0.2029,0.2224,0.2531,90.61,34.83,329.6367072847611,4.364,7.043,0,0.225,False,52.46
2025-10-16T09:22:47Z,CNC-01,OP-001,2976,593.4426334090118,127.518,129.83,-13.404,0.1942,0.3362,0.2728,54.96,31.35,243.65443724130188,5.63,3.254,0,0.371,False,53.07
2025-10-16T09:22:48Z,CNC-02,OP-001,4095,541.9343323555408,68.118,99.763,-10.628,0.2757,0.2232,0.0931,65.52,29.5,242.35988825710012,6.246,4.4,0,0.347,False,59.47
2025-10-16T09:22:49Z,CNC-01,OP-001,3262,783.0049360038988,55.604,140.607,-12.675,0.4669,0.2827,0.2758,56.85,27.75,340.22706380153477,3.415,3.361,0,0.445,False,60.0
2025-10-16T09:22:50Z,CNC-02,OP-001,3588,590.6341489787019,130.82,193.963,-19.692,0.1108,0.1203,0.1508,61.06,27.61,303.5892102180038,5.378,3.953,0,0.335,False,54.49
2025-10-16T09:22:51Z,CNC-01,OP-001,6529,643.1031158907701,160.412,184.94,-16.452,0.3008,0.1189,0.1964,88.69,31.64,272.9430152456868,3.361,6.814,0,0.354,False,60.0
2025-10-16T09:22:52Z,CNC-02,OP-001,4263,1162.794712255266,171.625,0.9,-10.293,0.2978,0.2749,0.3821,68.38,33.17,448.23250247857766,7.57,4.26,0,0.363,False,45.32
2025-10-16T09:22:53Z,CNC-01,OP-001,4627,728.4442625398327,177.312,37.519,-1.696,0.34,0.4483,0.2062,71.31,28.71,266.24111016737066,4.919,4.819,0,0.378,False,55.04
2025-10-16T09:22:54Z,CNC-02,OP-001,7217,756.4568165487606,73.076,13.433,-4.04,0.2858,0.3625,0.1553,95.0,33.58,345.2056275286847,4.403,7.491,0,0.33,False,50.38
2025-10-16T09:22:55Z,CNC-01,OP-001,3061,920.5167088813813,105.908,148.464,-11.815,0.1788,0.363,0.2523,55.95,28.85,315.95876794331986,10.057,3.377,0,0.412,False,58.2
2025-10-16T09:22:56Z,CNC-02,OP-001,6502,669.6692703406788,162.928,180.511,-15.752,0.4348,0.2106,0.157,90.12,30.4,354.6648327375733,7.636,6.749,0,0.306,False,53.94
2025-10-16T09:22:57Z,CNC-01,OP-001,2215,559.090388907799,91.024,103.218,-6.251,0.2168,0.3052,0.0581,46.9,28.71,181.10270506420508,2.302,2.444,0,0.32,False,60.0
2025-10-16T09:22:58Z,CNC-02,OP-001,3757,796.9788373029331,101.633,97.9,-6.662,0.1878,0.2514,0.3158,60.93,31.28,303.7050797243406,2.775,3.775,0,0.368,False,60.0
2025-10-16T09:22:59Z,CNC-01,OP-001,3631,520.1160311823685,142.312,30.091,-0.947,0.2627,0.3,0.2535,61.32,30.61,236.99912114834936,2.375,3.484,0,0.289,False,48.77
2025-10-16T09:23:00Z,CNC-02,OP-001,5118,1032.7095565876323,123.824,32.549,-15.459,0.3273,0.22,0.4549,75.14,32.77,412.51640572640935,11.137,5.618,0,0.435,False,55.95
2025-10-16T09:23:01Z,CNC-01,OP-001,6499,958.8427857153193,63.527,15.622,-0.597,0.2635,0.1592,0.3916,89.92,35.07,420.1414680369125,11.104,7.039,0,0.358,False,57.78
2025-10-16T09:23:02Z,CNC-02,OP-001,3687,899.24782612471,101.459,198.355,-0.08,0.3757,0.2588,0.2253,60.57,29.59,397.44118283675215,8.058,3.975,0,0.302,False,52.47
2025-10-16T09:23:03Z,CNC-01,OP-001,5613,897.8161649833087,167.249,3.632,-11.914,0.3121,0.1929,0.1074,81.99,33.52,412.37995478154977,8.851,6.0,0,0.327,False,51.19
2025-10-16T09:23:04Z,CNC-02,OP-001,4617,854.3077987026312,2.494,159.206,-10.405,0.329,0.2279,0.2329,69.93,32.38,329.79035709902814,7.128,4.71,0,0.298,False,45.74
2025-10-16T09:23:05Z,CNC-01,OP-001,2765,807.2774866441673,75.811,103.404,-14.834,0.4741,0.1734,0.1846,51.97,30.17,309.3612622261749,5.246,2.878,0,0.479,False,52.68
2025-10-16T09:23:06Z,CNC-02,OP-001,7286,808.8941192461563,143.863,177.514,-7.893,0.4228,0.2331,0.3332,95.0,34.16,483.7538461548729,9.239,7.6,0,0.384,False,56.88
2025-10-16T09:23:07Z,CNC-01,OP-001,5403,906.2414743590373,67.896,190.98,-4.872,0.2971,0.1904,0.2852,77.8,31.72,378.1801049919507,5.613,5.645,0,0.351,False,53.07
2025-10-16T09:23:08Z,CNC-02,OP-001,5869,815.750592083675,99.101,22.138,-5.049,0.2961,0.2916,0.304,81.62,32.52,359.0025742178634,5.616,5.98,0,0.42,False,54.75
2025-10-16T09:23:09Z,CNC-01,OP-001,1997,374.0017843474061,123.351,108.473,-3.306,0.336,0.1403,0.0755,44.75,27.38,142.7881453795484,3.67,1.881,0,0.327,False,60.0
2025-10-16T09:23:10Z,CNC-02,OP-001,4253,1315.0745426310195,179.224,20.079,-5.291,0.4128,0.3913,0.1989,69.09,31.39,457.0296873549009,10.837,4.792,0,0.473,False,44.15
2025-10-16T09:23:11Z,CNC-01,OP-001,4618,583.2486859191434,177.598,155.472,-10.353,0.3279,0.2346,0.2081,71.92,32.85,262.24301188313166,5.398,4.895,0,0.377,False,58.61
2025-10-16T09:23:12Z,CNC-02,OP-001,3618,778.0308143960949,6.011,23.791,-18.337,0.4108,0.2906,0.168,60.51,25.0,320.492245588643,7.025,3.435,0,0.277,False,58.91
2025-10-16T09:23:13Z,CNC-01,OP-001,5573,509.3928049650174,10.021,68.481,-15.889,0.3391,0.4301,0.2219,79.93,30.28,264.2202458942149,3.953,5.768,0,0.378,False,51.11
2025-10-16T09:23:14Z,CNC-02,OP-001,6109,808.6529685463139,30.465,126.457,-7.859,0.2396,0.4198,0.1994,85.93,30.89,334.78452370381274,4.804,6.443,0,0.41,False,56.68
2025-10-16T09:23:15Z,CNC-01,OP-001,5449,957.9953709403488,89.927,178.498,-14.992,0.3171,0.4159,0.4037,79.2,32.57,387.30001849799123,10.686,5.956,0,0.462,False,53.17
2025-10-16T09:23:16Z,CNC-02,OP-001,5156,1005.9382829690455,129.414,68.472,-8.163,0.3609,0.3612,0.1913,74.98,33.38,404.99128362671235,9.373,5.537,0,0.348,False,47.57
2025-10-16T09:23:17Z,CNC-01,OP-001,3745,544.7387098304196,25.873,55.031,-2.773,0.2993,0.2819,0.249,59.78,29.71,248.51787378490698,1.916,3.889,0,0.354,False,60.0
2025-10-16T09:23:18Z,CNC-02,OP-001,6425,850.6937620630919,137.086,4.646,-8.001,0.309,0.4089,0.3231,89.52,33.4,413.2922181277506,7.061,6.902,0,0.371,False,48.89
2025-10-16T09:23:19Z,CNC-01,OP-001,4354,935.64861582299,168.665,195.641,-14.9,0.5881,0.1715,0.3877,68.43,31.19,371.0640173841172,7.852,4.713,0,0.413,False,60.0
2025-10-16T09:23:20Z,CNC-02,OP-001,4452,1083.058643044812,33.54,1.501,-6.723,0.3647,0.3155,0.1492,67.95,30.77,457.3113716212396,9.015,4.579,0,0.456,False,60.0
2025-10-16T09:23:21Z,CNC-01,OP-001,4296,1158.82503916136,13.928,27.6,-15.815,0.2836,0.1522,0.0728,67.06,30.54,436.87938351677457,9.826,4.604,0,0.372,False,57.65
2025-10-16T09:23:22Z,CNC-02,OP-001,4212,1106.5732389122375,19.04,145.569,-19.533,0.394,0.3592,0.2848,65.76,29.66,450.11495116580664,7.475,4.677,0,0.442,False,60.0
2025-10-16T09:23:23Z,CNC-01,OP-001,6784,732.081404078177,98.251,178.606,-2.878,0.3234,0.3588,0.1528,91.29,33.23,389.3148355861542,8.694,7.096,0,0.386,False,51.69
2025-10-16T09:23:24Z,CNC-02,OP-001,7125,775.3884994230301,29.373,172.16,-16.462,0.4604,0.2735,0.3544,95.0,33.9,354.54096954160974,7.348,7.414,0,0.482,False,43.46
2025-10-16T09:23:25Z,CNC-01,OP-001,2598,664.2072922359715,150.298,23.782,-1.72,0.3747,0.2629,0.2864,51.41,28.42,281.79349846804433,6.138,2.739,0,0.359,False,60.0
2025-10-16T09:23:26Z,CNC-02,OP-001,2058,445.5789574601076,44.16,131.215,-5.782,0.1896,0.4939,0.3732,44.13,25.25,145.27894626870747,2.493,2.12,0,0.403,False,48.85
2025-10-16T09:23:27Z,CNC-01,OP-001,4898,399.94853773913064,112.245,77.074,-5.414,0.3544,0.162,0.2515,72.57,31.24,178.3298917970281,3.714,4.834,0,0.399,False,54.39
2025-10-16T09:23:28Z,CNC-02,OP-001,6838,1051.8776927466397,187.108,11.897,-4.304,0.2529,0.4595,0.136,92.9,33.39,415.483311399317,6.503,7.097,0,0.352,False,51.31
2025-10-16T09:23:29Z,CNC-01,OP-001,4145,580.1225928352644,71.474,52.961,-12.21,0.1948,0.05,0.05,64.18,31.4,251.35807753499788,2.413,4.009,0,0.309,False,60.0
2025-10-16T09:23:30Z,CNC-02,OP-001,5493,995.6397064287899,8.835,80.253,-6.479,0.4348,0.2854,0.1524,79.79,31.06,425.33812304712194,6.982,5.846,0,0.408,False,55.31
2025-10-16T09:23:31Z,CNC-01,OP-001,5741,1187.9700300306222,173.229,117.866,-7.173,0.3652,0.2814,0.0701,82.53,33.91,502.55719338281943,9.938,5.909,0,0.323,False,57.19
2025-10-16T09:23:32Z,CNC-02,OP-001,4129,642.8788174658026,69.146,75.719,-1.893,0.2899,0.3318,0.1514,65.04,31.02,305.4237352139754,6.131,4.356,0,0.381,False,60.0
2025-10-16T09:23:33Z,CNC-01,OP-001,6844,1162.3362003090758,78.497,184.78,-11.58,0.4783,0.321,0.1996,90.14,34.23,467.5883766191568,11.207,6.892,0,0.364,False,59.3
2025-10-16T09:23:34Z,CNC-02,OP-001,3408,794.1915722874085,74.612,113.016,-5.407,0.0642,0.2752,0.2786,57.49,28.09,294.5802861301407,3.625,3.544,0,0.341,False,46.67
2025-10-16T09:23:35Z,CNC-01,OP-001,5737,988.4637674834205,112.879,196.429,-12.144,0.2739,0.1598,0.2965,82.37,34.48,327.93930182316893,5.697,6.06,0,0.35,False,57.36
2025-10-16T09:23:36Z,CNC-02,OP-001,3217,1097.603390823436,32.678,133.666,-7.535,0.443,0.3409,0.0835,55.43,28.09,400.4841181148989,8.014,3.649,0,0.436,False,55.65
2025-10-16T09:23:37Z,CNC-01,OP-001,5494,1264.8737019058278,16.147,130.334,-17.428,0.41,0.3744,0.2044,80.46,31.58,465.40562766319346,7.954,6.213,0,0.443,False,53.63
2025-10-16T09:23:38Z,CNC-02,OP-001,4696,940.5682179786234,167.495,23.501,-1.196,0.3234,0.2742,0.2117,72.4,28.86,390.0757952595063,7.656,4.951,0,0.435,False,51.05
2025-10-16T09:23:39Z,CNC-01,OP-001,5452,518.2530224497841,18.857,173.461,-14.157,0.3712,0.1371,0.2291,79.17,32.27,289.38953886691684,6.569,5.767,0,0.463,False,59.09
2025-10-16T09:23:40Z,CNC-02,OP-001,1559,720.6403612905794,77.268,72.32,-7.83,0.2831,0.1329,0.1074,40.9,25.0,214.7750725994561,6.599,1.649,0,0.419,False,60.0
2025-10-16T09:23:41Z,CNC-01,OP-001,4781,943.8866274999737,195.439,47.272,-0.982,0.2416,0.3392,0.2354,72.89,30.58,364.03631980102756,8.359,5.071,0,0.464,False,49.13
2025-10-16T09:23:42Z,CNC-02,OP-001,6513,1141.9768626802427,18.116,45.186,-8.757,0.3745,0.3357,0.3164,88.65,34.29,473.69372441484904,11.836,6.919,0,0.463,False,55.46
2025-10-16T09:23:43Z,CNC-01,OP-001,5894,732.267967460548,37.581,21.462,-9.953,0.2769,0.05,0.0999,83.42,30.61,335.05692674136657,8.558,6.062,0,0.42,False,54.0
2025-10-16T09:23:44Z,CNC-02,OP-001,5348,1381.4449479704213,93.801,179.351,-9.511,0.3344,0.2709,0.3882,78.89,34.49,536.6904318454224,10.647,6.122,0,0.38,False,60.0
2025-10-16T09:23:45Z,CNC-01,OP-001,4130,586.560194353147,85.016,162.425,-10.115,0.161,0.0966,0.2235,63.52,29.93,217.76030731726433,6.264,4.302,0,0.352,False,60.0
2025-10-16T09:23:46Z,CNC-02,OP-001,3251,702.330599350201,39.533,58.266,-10.588,0.4138,0.2215,0.3231,57.54,28.5,285.61748596477827,3.904,3.529,0,0.41,False,49.36
2025-10-16T09:23:47Z,CNC-01,OP-001,3713,711.5963145965889,96.225,156.442,-14.96,0.2644,0.2264,0.3572,62.19,27.13,252.29452234111207,5.78,3.883,0,0.394,False,60.0
2025-10-16T09:23:48Z,CNC-02,OP-001,5158,816.9782922923339,87.764,60.593,-7.385,0.2342,0.4063,0.1824,72.97,31.02,354.56222642028456,4.313,5.251,0,0.353,False,54.18
2025-10-16T09:23:49Z,CNC-01,OP-001,6294,1099.6299591291734,3.161,95.44,-9.886,0.451,0.2011,0.4479,85.87,32.02,465.05073484346036,8.02,6.778,0,0.473,False,53.95
2025-10-16T09:23:50Z,CNC-02,OP-001,6007,859.2388471798115,53.617,121.26,-18.776,0.3699,0.3228,0.0636,83.86,30.79,353.81445139539227,6.136,6.203,0,0.337,False,51.96
2025-10-16T09:23:51Z,CNC-01,OP-001,5925,1002.2803277475609,52.942,182.657,-2.801,0.257,0.2524,0.1294,82.23,32.64,384.77913585924506,8.153,6.342,0,0.361,False,55.29
2025-10-16T09:23:52Z,CNC-02,OP-001,4984,436.60018001709227,42.615,0.861,-11.423,0.4525,0.2849,0.2885,72.54,28.38,241.03185139917508,4.044,5.159,0,0.472,False,46.73
2025-10-16T09:23:53Z,CNC-01,OP-001,4453,453.3894366824517,172.363,128.45,-13.808,0.3643,0.3229,0.3904,70.1,32.08,238.65298357412325,3.448,4.636,0,0.356,False,50.14
2025-10-16T09:23:54Z,CNC-02,OP-001,6629,927.0197762997664,159.212,181.521,-16.054,0.3203,0.3,0.1594,89.56,34.26,403.11470914039535,8.995,7.389,0,0.322,False,58.87
2025-10-16T09:23:55Z,CNC-01,OP-001,5055,990.4636935106159,42.187,183.479,-17.02,0.4218,0.4537,0.147,75.2,31.86,445.9526769906655,7.924,5.434,0,0.475,False,43.63
2025-10-16T09:23:56Z,CNC-02,OP-001,6168,802.0704774894817,105.492,148.954,-16.41,0.4128,0.164,0.2489,86.09,32.12,350.1553037138972,7.057,6.624,0,0.371,False,59.4
2025-10-16T09:23:57Z,CNC-01,OP-001,5643,703.5925046192096,104.618,37.706,-15.905,0.377,0.5664,0.1449,82.48,31.59,346.49164536082657,7.051,6.19,0,0.448,False,51.75
2025-10-16T09:23:58Z,CNC-02,OP-001,5338,625.3298910037926,76.557,195.996,-17.671,0.1325,0.3634,0.2422,76.15,30.4,287.53638492182125,4.806,5.526,0,0.335,False,60.0
2025-10-16T09:23:59Z,CNC-01,OP-001,4232,960.0534148321897,173.02,6.179,-7.929,0.2093,0.1917,0.2034,66.63,33.34,356.6116843031001,5.533,4.579,0,0.298,False,52.8
2025-10-16T09:24:00Z,CNC-02,OP-001,3646,676.6496649043304,127.112,148.799,-10.632,0.327,0.3734,0.1943,61.13,29.08,262.31175052024133,4.556,3.514,0,0.334,False,55.21
2025-10-16T09:24:01Z,CNC-01,OP-001,4299,667.8934672211186,33.827,42.354,-1.8,0.4664,0.3594,0.2016,67.44,30.36,266.46699791567767,4.029,4.433,0,0.372,False,56.53
2025-10-16T09:24:02Z,CNC-02,OP-001,4742,439.50531608999677,89.479,69.213,-9.353,0.2702,0.1943,0.3291,72.08,29.72,202.0989769638737,4.923,4.707,0,0.328,False,57.93
2025-10-16T09:24:03Z,CNC-01,OP-001,4409,1023.2139540807389,137.78,181.959,-5.9,0.422,0.4942,0.4782,67.67,29.78,428.11993289065606,7.218,4.762,0,0.4,False,48.66
2025-10-16T09:24:04Z,CNC-02,OP-001,3737,763.9289053699363,17.342,44.474,-8.819,0.3393,0.1693,0.4031,60.77,30.07,290.37713808204904,7.724,4.014,0,0.348,False,60.0
2025-10-16T09:24:05Z,CNC-01,OP-001,5971,823.859759621934,96.318,184.337,-9.87,0.1841,0.3391,0.3418,84.36,32.19,399.85302223134414,5.693,6.29,0,0.29,False,52.87
2025-10-16T09:24:06Z,CNC-02,OP-001,4607,762.9818988630615,188.215,33.473,-12.533,0.2649,0.2845,0.05,70.64,31.98,311.9017667732184,7.109,4.856,0,0.258,False,45.46
2025-10-16T09:24:07Z,CNC-01,OP-001,5328,798.220786217871,52.574,116.489,-19.87,0.3478,0.1257,0.3386,77.03,32.66,360.5457046839071,9.333,5.713,0,0.455,False,59.12
2025-10-16T09:24:08Z,CNC-02,OP-001,3948,743.3863538639654,159.69,53.826,-6.417,0.3352,0.3157,0.2026,63.32,29.89,319.3357551736446,8.806,4.068,0,0.43,False,46.47
2025-10-16T09:24:09Z,CNC-01,OP-001,3427,290.56787306632054,151.868,110.796,-0.423,0.2765,0.1981,0.2446,58.42,30.37,136.46408029641077,3.598,3.432,0,0.379,False,48.33
2025-10-16T09:24:10Z,CNC-02,OP-001,5786,528.8473443909404,14.359,160.55,-17.861,0.3366,0.2048,0.2117,81.32,30.67,268.1032356364595,6.766,5.916,0,0.293,False,47.98
2025-10-16T09:24:11Z,CNC-01,OP-001,5875,1252.2286355206927,71.933,44.883,-0.919,0.3699,0.123,0.2785,81.76,33.2,479.4642912340479,8.159,6.289,0,0.423,False,51.14
2025-10-16T09:24:12Z,CNC-02,OP-001,3635,260.9942393625047,8.51,44.718,-9.098,0.1549,0.1808,0.2909,61.4,28.08,137.49916035281194,3.832,3.725,0,0.361,False,55.4
2025-10-16T09:24:13Z,CNC-01,OP-001,4436,908.8645839893545,194.142,110.065,-1.563,0.0708,0.2764,0.3654,67.56,31.67,397.0885463021099,7.732,4.534,0,0.303,False,57.67
2025-10-16T09:24:14Z,CNC-02,OP-001,4933,501.9011673893916,193.892,146.625,-7.38,0.2217,0.1495,0.3128,74.03,30.0,197.65551620053606,2.06,5.332,0,0.317,False,52.04
2025-10-16T09:24:15Z,CNC-01,OP-001,3470,823.706714932594,138.585,197.463,-3.012,0.1934,0.1688,0.3991,57.72,28.71,293.9471884377525,6.079,3.742,0,0.367,False,51.42
2025-10-16T09:24:16Z,CNC-02,OP-001,6089,499.32585352474246,130.159,23.18,-17.702,0.2839,0.2034,0.2638,84.6,33.5,263.4509472452946,5.823,6.286,0,0.363,False,52.58
2025-10-16T09:24:17Z,CNC-01,OP-001,5125,1224.1466707427126,74.744,130.267,-2.173,0.3948,0.3284,0.1861,75.12,31.25,516.9964860510757,10.488,5.501,0,0.372,False,53.1
2025-10-16T09:24:18Z,CNC-02,OP-001,4032,459.9391406019564,156.564,188.481,-0.445,0.3437,0.3044,0.204,64.98,29.65,221.25777129300874,3.849,4.541,0,0.413,False,54.65
2025-10-16T09:24:19Z,CNC-01,OP-001,3314,1080.6695636409347,3.246,90.502,-16.853,0.4997,0.3557,0.2244,58.0,28.55,352.54460933384297,9.602,3.62,0,0.427,False,57.41
2025-10-16T09:24:20Z,CNC-02,OP-001,5017,602.5034115330993,51.767,100.909,-17.191,0.0557,0.3049,0.1733,75.12,30.74,298.0456248242229,8.115,5.181,0,0.366,False,57.95
2025-10-16T09:24:21Z,CNC-01,OP-001,4444,1049.138721124601,134.963,52.695,-7.104,0.2809,0.1836,0.1506,69.45,29.52,461.11496263944264,10.385,4.888,0,0.395,False,48.71
2025-10-16T09:24:22Z,CNC-02,OP-001,6390,1514.3596057849663,149.422,26.15,-16.139,0.3643,0.2728,0.1525,88.84,32.85,527.8014821028854,13.43,6.853,0,0.401,False,56.1
2025-10-16T09:24:23Z,CNC-01,OP-001,4961,932.6734845061832,52.915,7.912,-2.165,0.3278,0.1614,0.2221,72.66,31.41,371.17518831986285,7.656,4.935,0,0.379,False,49.67
2025-10-16T09:24:24Z,CNC-02,OP-001,5190,1055.601806340118,185.705,100.844,-10.636,0.367,0.3757,0.2564,77.3,32.71,434.5151353893251,10.086,5.552,0,0.348,False,45.93
2025-10-16T09:24:25Z,CNC-01,OP-001,6852,864.1646826780654,18.654,131.246,-0.684,0.5082,0.2266,0.1779,93.3,34.75,380.9275622238458,8.195,7.215,0,0.425,False,54.66
2025-10-16T09:24:26Z,CNC-02,OP-001,4688,815.6745758091786,54.068,178.749,-8.519,0.2398,0.2954,0.2217,71.5,31.86,339.7888828297591,7.258,5.291,0,0.421,False,55.33
2025-10-16T09:24:27Z,CNC-01,OP-001,7805,705.4901770671308,193.519,167.627,-2.842,0.3849,0.4436,0.2376,95.0,34.37,393.1361749893711,7.577,8.525,0,0.374,False,48.91
